SITE,TRAP,no_Trap,GENERA,SPECIES,#,latitude,longitude,altitude
Colon,Winkler,w79,Strumigenys,Strumigenys EC02 spathula,1,0.462799765,-79.15503034,350
Colon,Winkler,w79,Octostruma,Octostruma amrishi,2,0.462799765,-79.15503034,350
Colon,Winkler,w79,Prionopelta,Prionopelta amabilis,14,0.462799765,-79.15503034,350
Colon,Winkler,w79,Wasmannia,Wasmannia auropunctata,31,0.462799765,-79.15503034,350
Colon,Winkler,w79,Acropyga,Acropyga exsanguis,1,0.462799765,-79.15503034,350
Colon,Winkler,w79,Pheidole,Pheidole glomericeps,12,0.462799765,-79.15503034,350
Colon,Winkler,w79,Pheidole,Pheidole glomericeps,3,0.462799765,-79.15503034,350
Colon,Winkler,w79,Carebara,Carebara urichi,9,0.462799765,-79.15503034,350
Colon,Winkler,w79,DIscothyrea,Discothyrea EC01,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Hylomyrma,Hylomyrma EC02,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Lenomyrmex,Lenomyrmex foveolatus,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Ectatomma,Ectatomma ruidum,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Stenamma,Stenamma nanozoi,2,0.462799765,-79.15503034,350
Colon,Winkler,w81,Octostruma,Octostruma amrishi,3,0.462799765,-79.15503034,350
Colon,Winkler,w81,Pheidole,Pheidole EC29,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Pheidole,Pheidole ACY2668,4,0.462799765,-79.15503034,350
Colon,Winkler,w81,Pheidole,Pheidole glomericeps,2,0.462799765,-79.15503034,350
Colon,Winkler,w81,Pheidole,Pheidole glomericeps,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Pheidole,Pheidole glomericeps,5,0.462799765,-79.15503034,350
Colon,Winkler,w81,Pheidole,Pheidole glomericeps,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Wasmannia,Wasmannia auropunctata,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Strumigenys,Strumigenys EC09,1,0.462799765,-79.15503034,350
Colon,Winkler,w81,Stenamma,Stenamma nanozoi,2,0.462799765,-79.15503034,350
Colon,Winkler,w82,Pachycondyla,Pachycondyla harpax,1,0.462799765,-79.15503034,350
Colon,Winkler,w82,Gnamptogenys,Gnamptogenys striatula,1,0.462799765,-79.15503034,350
Colon,Winkler,w82,Pheidole,Pheidole glomericeps,10,0.462799765,-79.15503034,350
Colon,Winkler,w82,Adelomyrmex,Adelomyrmex EC01,1,0.462799765,-79.15503034,350
Colon,Winkler,w82,Octostruma,Octostruma amrishi,1,0.462799765,-79.15503034,350
Colon,Winkler,w82,Strumigenys,Strumigenys EC09,1,0.462799765,-79.15503034,350
Colon,Winkler,w82,Solenopsis,Solenopsis sp5,4,0.462799765,-79.15503034,350
Colon,Winkler,w82,Rogeria,Rogeria EC02,1,0.462799765,-79.15503034,350
Colon,Winkler,w83,Hypoponera,Hypoponera ADG8682,1,0.462799765,-79.15503034,350
Colon,Winkler,w83,Prionopelta,Prionopelta amabilis,8,0.462799765,-79.15503034,350
Colon,Winkler,w83,Octostruma,Octostruma amrishi,1,0.462799765,-79.15503034,350
Colon,Winkler,w83,Stenamma,Stenamma nanozoi,3,0.462799765,-79.15503034,350
Colon,Winkler,w83,Pheidole,Pheidole EC27,1,0.462799765,-79.15503034,350
Colon,Winkler,w83,Solenopsis,Solenopsis sp1,4,0.462799765,-79.15503034,350
Colon,Winkler,w83,Wasmannia,Wasmannia auropunctata,49,0.462799765,-79.15503034,350
Colon,Winkler,w84,Hypoponera,Hypoponera AAP3371,2,0.462799765,-79.15503034,350
Colon,Winkler,w84,Lenomyrmex,Lenomyrmex foveolatus,1,0.462799765,-79.15503034,350
Colon,Winkler,w84,Stenamma,Stenamma nanozoi,4,0.462799765,-79.15503034,350
Colon,Winkler,w84,Labidus,Labidus coecus,1,0.462799765,-79.15503034,350
Colon,Winkler,w84,Nylanderia,Nylanderia EC13,1,0.462799765,-79.15503034,350
Colon,Winkler,w84,Octostruma,Octostruma amrishi,1,0.462799765,-79.15503034,350
Colon,Winkler,w84,Hypoponera,Hypoponera ADG8682,1,0.462799765,-79.15503034,350
Colon,Winkler,w84,Prionopelta,Prionopelta amabilis,1,0.462799765,-79.15503034,350
Colon,Winkler,w84,Pheidole,Pheidole glomericeps,2,0.462799765,-79.15503034,350
Colon,Winkler,w84,Solenopsis,Solenopsis sp6,5,0.462799765,-79.15503034,350
Colon,Winkler,w84,Wasmannia,Wasmannia auropunctata,24,0.462799765,-79.15503034,350
Colon,Winkler,w85,Pseudoponera,Pseudoponera gilberti,1,0.462799765,-79.15503034,350
Colon,Winkler,w85,Rasopone,Rasopone bicculata,1,0.462799765,-79.15503034,350
Colon,Winkler,w85,Octostruma,Octostruma betschi,1,0.462799765,-79.15503034,350
Colon,Winkler,w85,Strumigenys,Strumigenys EC13,1,0.462799765,-79.15503034,350
Colon,Winkler,w85,Pheidole,Pheidole glomericeps,2,0.462799765,-79.15503034,350
Colon,Winkler,w85,Pheidole,Pheidole ACY2076,1,0.462799765,-79.15503034,350
Colon,Winkler,w85,Solenopsis,Solenopsis sp4,7,0.462799765,-79.15503034,350
Colon,Winkler,w86,Wasmannia,Wasmannia auropunctata,47,0.462799765,-79.15503034,350
Colon,Winkler,w86,Nylanderia,Nylanderia EC25,1,0.462799765,-79.15503034,350
Colon,Winkler,w86,Prionopelta,Prionopelta amabilis,1,0.462799765,-79.15503034,350
Colon,Winkler,w86,Solenopsis,Solenopsis sp4,3,0.462799765,-79.15503034,350
Colon,Winkler,w87,Megalomyrmex,Megalomyrmex EC02,2,0.462799765,-79.15503034,350
Colon,Winkler,w87,Cyphomyrmex,Cyphomyrmex ACZ4807,13,0.462799765,-79.15503034,350
Colon,Winkler,w87,Cyphomyrmex,Cyphomyrmex ABU9022,1,0.462799765,-79.15503034,350
Colon,Winkler,w87,Stenamma,Stenamma nanozoi,2,0.462799765,-79.15503034,350
Colon,Winkler,w87,Prionopelta,Prionopelta amabilis,18,0.462799765,-79.15503034,350
Colon,Winkler,w87,Wasmannia,Wasmannia auropunctata,6,0.462799765,-79.15503034,350
Colon,Winkler,w87,Solenopsis,Solenopsis sp4,3,0.462799765,-79.15503034,350
Colon,Winkler,w87,Octostruma,Octostruma amrishi,1,0.462799765,-79.15503034,350
Colon,Winkler,w88,Pachycondyla,Pachycondyla impressa,1,0.462799765,-79.15503034,350
Colon,Winkler,w88,Gnamptogenys,Gnamptogenys annulata,1,0.462799765,-79.15503034,350
Colon,Winkler,w88,Nylanderia,Nylanderia EC13,10,0.462799765,-79.15503034,350
Colon,Winkler,w88,Stenamma,Stenamma nanozoi,5,0.462799765,-79.15503034,350
Colon,Winkler,w88,Pheidole,Pheidole EC27,16,0.462799765,-79.15503034,350
Colon,Winkler,w88,Prionopelta,Prionopelta amabilis,2,0.462799765,-79.15503034,350
Colon,Winkler,w88,Solenopsis,Solenopsis sp4,3,0.462799765,-79.15503034,350
Colon,Winkler,w89,Solenopsis,Solenopsis aff. geminnata,58,0.462799765,-79.15503034,350
Colon,Winkler,w89,Cyphomyrmex,Cyphomyrmex ACZ4807,9,0.462799765,-79.15503034,350
Colon,Winkler,w89,Hylomyrma,Hylomyrma EC02,1,0.462799765,-79.15503034,350
Colon,Winkler,w89,Pheidole,Pheidole glomericeps,7,0.462799765,-79.15503034,350
Colon,Winkler,w89,Solenopsis,Solenopsis sp3,3,0.462799765,-79.15503034,350
Colon,Winkler,w90,Cyphomyrmex,Cyphomyrmex ACZ4807,2,0.462799765,-79.15503034,350
Colon,Winkler,w90,Azteca,Azteca EC07,1,0.462799765,-79.15503034,350
Colon,Winkler,w90,Prionopelta,Prionopelta amabilis,1,0.462799765,-79.15503034,350
Colon,Winkler,w90,Crematogaster,Crematogaster nigropilosa,1,0.462799765,-79.15503034,350
Colon,Winkler,w90,Stenamma,Stenamma nanozoi,1,0.462799765,-79.15503034,350
Colon,Winkler,w91,Odontomachus,Odontomachus bauri,3,0.462799765,-79.15503034,350
Colon,Winkler,w91,Hypoponera,Hypoponera EC12,1,0.462799765,-79.15503034,350
Colon,Winkler,w91,Megalomyrmex,Megalomyrmex silvestrii,1,0.462799765,-79.15503034,350
Colon,Winkler,w91,Acanthognathus,Acanthognathus teledectus,1,0.462799765,-79.15503034,350
Colon,Winkler,w91,Octostruma,Octostruma amrishi,1,0.462799765,-79.15503034,350
Colon,Winkler,w91,Pheidole,Pheidole glomericeps,8,0.462799765,-79.15503034,350
Colon,Winkler,w91,Prionopelta,Prionopelta amabilis,4,0.462799765,-79.15503034,350
Colon,Winkler,w91,Wasmannia,Wasmannia auropunctata,38,0.462799765,-79.15503034,350
Colon,Winkler,w92,Pachycondyla,Pachycondyla harpax,1,0.462799765,-79.15503034,350
Colon,Winkler,w92,Nylanderia,Nylanderia EC13,9,0.462799765,-79.15503034,350
Colon,Winkler,w92,Gnamptogenys,Gnamptogenys striatula,1,0.462799765,-79.15503034,350
Colon,Winkler,w92,Cyphomyrmex,Cyphomyrmex ABU9022,1,0.462799765,-79.15503034,350
Colon,Winkler,w92,Hypoponera,Hypoponera EC05,1,0.462799765,-79.15503034,350
Colon,Winkler,w92,Stenamma,Stenamma nanozoi,1,0.462799765,-79.15503034,350
Colon,Winkler,w92,Pheidole,Pheidole EC20,1,0.462799765,-79.15503034,350
Colon,Winkler,w92,Wasmannia,Wasmannia auropunctata,12,0.462799765,-79.15503034,350
Colon,Winkler,w92,Solenopsis,Solenopsis sp5,3,0.462799765,-79.15503034,350
Colon,Winkler,w92,Pheidole,Pheidole glomericeps,16,0.462799765,-79.15503034,350
Colon,Winkler,w93,Pachycondyla,Pachycondyla harpax,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Octostruma,Octostruma amrishi,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Nylanderia,Nylanderia EC13,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Pheidole,Pheidole glomericeps,4,0.462799765,-79.15503034,350
Colon,Winkler,w93,Wasmannia,Wasmannia auropunctata,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Solenopsis,Solenopsis sp4,3,0.462799765,-79.15503034,350
Colon,Winkler,w93,Pheidole,Pheidole EC79,1,0.462799765,-79.15503034,350
Colon,Winkler,w94,Odontomachus,Odontomachus bauri,2,0.462799765,-79.15503034,350
Colon,Winkler,w94,Wasmannia,Wasmannia auropunctata,45,0.462799765,-79.15503034,350
Colon,Winkler,w94,Pheidole,Pheidole glomericeps,18,0.462799765,-79.15503034,350
Colon,Winkler,w94,Carebara,Carebara urichi,3,0.462799765,-79.15503034,350
Colon,Winkler,w94,Solenopsis,Solenopsis sp4,3,0.462799765,-79.15503034,350
Colon,Winkler,w94,Brachymyrmex,Brachymyrmex EC01,1,0.462799765,-79.15503034,350
Colon,Winkler,w94,Strumigenys,Strumigenys EC13,1,0.462799765,-79.15503034,350
Colon,Winkler,w94,Prionopelta,Prionopelta amabilis,1,0.462799765,-79.15503034,350
Colon,Winkler,w94,Nylanderia,Nylanderia EC13,4,0.462799765,-79.15503034,350
Colon,Winkler,w94,Lachnomyrmex,Lachnomyrmex EC01,1,0.462799765,-79.15503034,350
Colon,Winkler,w94,Octostruma,Octostruma betschi,2,0.462799765,-79.15503034,350
Colon,Winkler,w93,Hypoponera,Hypoponera EC05,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Lenomyrmex,Lenomyrmex foveolatus,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Pheidole,Pheidole EC67,1,0.462799765,-79.15503034,350
Colon,Winkler,w93,Cyphomyrmex,Cyphomyrmex ADC7886,2,0.462799765,-79.15503034,350
Colon,Winkler,w95,Wasmannia,Wasmannia auropunctata,15,0.462799765,-79.15503034,350
Colon,Winkler,w95,Pheidole,Pheidole glomericeps,10,0.462799765,-79.15503034,350
Colon,Winkler,w95,Solenopsis,Solenopsis sp4,3,0.462799765,-79.15503034,350
Colon,Winkler,w95,Prionopelta,Prionopelta amabilis,1,0.462799765,-79.15503034,350
Colon,Winkler,w96,Pheidole,Pheidole glomericeps,7,0.462799765,-79.15503034,350
Colon,Winkler,w96,Pheidole,Pheidole ulothrix,2,0.462799765,-79.15503034,350
Colon,Winkler,w96,Stenamma,Stenamma nanozoi,2,0.462799765,-79.15503034,350
Colon,Winkler,w96,Hylomyrma,Hylomyrma ADH2548,1,0.462799765,-79.15503034,350
Colon,Winkler,w96,Wasmannia,Wasmannia auropunctata,4,0.462799765,-79.15503034,350
Colon,Winkler,w96,Solenopsis,Solenopsis sp5,5,0.462799765,-79.15503034,350
Colon,Winkler,w98,Leptogenys,Leptogenys unistimulosa,1,0.462799765,-79.15503034,350
Colon,Winkler,w98,Pheidole,Pheidole glomericeps,3,0.462799765,-79.15503034,350
Colon,Winkler,w98,Pheidole,Pheidole ulothrix,1,0.462799765,-79.15503034,350
Colon,Winkler,w98,Wasmannia,Wasmannia auropunctata,6,0.462799765,-79.15503034,350
Colon,Winkler,w98,Rogeria,Rogeria EC02,1,0.462799765,-79.15503034,350
Colon,Winkler,w98,Rogeria,Rogeria blanda,1,0.462799765,-79.15503034,350
Colon,Winkler,w98,Prionopelta,Prionopelta amabilis,2,0.462799765,-79.15503034,350
Colon,Winkler,w99,Stenamma,Stenamma nanozoi,3,0.462799765,-79.15503034,350
Colon,Winkler,w99,Hypoponera,Hypoponera EC05,3,0.462799765,-79.15503034,350
Colon,Winkler,w99,Pheidole,Pheidole glomericeps,2,0.462799765,-79.15503034,350
Colon,Winkler,w99,Wasmannia,Wasmannia auropunctata,8,0.462799765,-79.15503034,350
Colon,Winkler,w100,Wasmannia,Wasmannia auropunctata,4,0.462799765,-79.15503034,350
Colon,Winkler,w100,Lachnomyrmex,Lachnomyrmex EC01,1,0.462799765,-79.15503034,350
Colon,Winkler,w100,Odontomachus,Odontomachus meinerti,3,0.462799765,-79.15503034,350
Colon,Winkler,w100,Hypoponera,Hypoponera EC05,2,0.462799765,-79.15503034,350
Colon,Winkler,w100,Ectatomma,Ectatomma edentatum,3,0.462799765,-79.15503034,350
Colon,Winkler,w100,Pheidole,Pheidole glomericeps,10,0.462799765,-79.15503034,350
Colon,Winkler,w100,Pheidole,Pheidole glomericeps,1,0.462799765,-79.15503034,350
Colon,Winkler,w100,Solenopsis,Solenopsis aff. geminnata,3,0.462799765,-79.15503034,350
